,country,year,contamination_ml,population_ml,PBI_ml,forest_ml,wage_ml,life_expect_ml
601,Netherlands,1992,1004.061,120391550.30200002,539328.7537,6289.1396,39132.44410631299,77.4
602,Netherlands,1993,978.25,121256637.16900001,546111.4408,6529.9344,39998.22928468086,77.1
603,Netherlands,1994,930.212,122033681.96199998,562282.2609,6770.729200000001,40521.45524888194,77.5
604,Netherlands,1995,920.947,122689374.761,579802.8547,7011.524,39925.32430633307,77.6
605,Netherlands,1996,904.794,123374897.762,600088.6619,6832.533,39968.506554466934,77.6
606,Netherlands,1997,850.918,124180995.01300001,626066.8201,6653.542,40317.8913987559,78.0
607,Netherlands,1998,818.675,125079716.58600001,655266.0584,6474.5509999999995,39206.95825510834,78.0
608,Netherlands,1999,789.556,126016798.44999997,688252.4670000001,6295.5599999999995,40117.99262400443,77.9
609,Netherlands,2000,753.18,127008740.52699998,717129.0799,6116.5689999999995,41432.0948381719,78.2
610,Netherlands,2001,751.1160000000001,128058496.744,733816.3517,6313.745999999999,42395.08856403573,78.3
611,Netherlands,2002,742.1469999999999,128983445.00199999,735410.7406,6510.923,42920.44019002424,78.4
612,Netherlands,2003,736.3560000000001,129705735.298,736555.3785,6708.099999999999,43492.82928597167,78.7
613,Netherlands,2004,746.32,130275705.62600002,751175.6027,6905.277,44358.617635005794,79.2
614,Netherlands,2005,727.211,130723045.918,766581.2835,7102.454,44587.325810075396,79.5
615,Netherlands,2006,738.466,131098944.13700001,793112.5774,7656.652599999999,44841.48716389547,79.9
616,Netherlands,2007,726.018,131554312.433,847438.025,8210.8512,45750.03320416803,80.3
617,Netherlands,2008,730.559,132212632.94599998,948032.7737,8765.0498,46304.870907544064,80.5
618,Netherlands,2009,680.21,133016895.61399998,913269.5114,9319.2484,48070.246501296126,80.8
619,Netherlands,2010,677.797,133823706.22099999,879680.2685,9873.447,48314.855414442834,81.0
620,Netherlands,2011,652.687,134522693.263,904085.9808,9685.119666666667,48316.3097799485,81.3
621,Netherlands,2012,619.726,135058622.69399998,894770.6947,9496.792333333333,48701.765096829266,81.2
622,Netherlands,2013,590.191,135538253.833,876923.5189,9308.465,49181.10808738496,81.4
623,Netherlands,2014,566.438,136139602.74400008,890981.3111,9277.97275,49048.038593935904,81.8
624,Netherlands,2015,568.32,136865341.42700008,908437.1469,9247.4805,49643.39940847707,81.6
625,Netherlands,2016,556.632,137707569.936,874748.3416,9216.988249999999,49948.909156055895,81.6
626,Netherlands,2017,556.482,138618780.443,933708.218,9186.496,49732.144891129195,81.8
627,New Zealand,1990,602.788,26445565.017000005,204023.767659,31609.571,36352.69489862377,75.5
628,New Zealand,1991,594.27,27263285.040999997,240270.96435100003,34988.625,35130.550619856396,75.8
629,New Zealand,1992,601.006,27556354.422999993,211461.27148,36809.607,36826.961116262566,76.1
630,New Zealand,1993,604.089,27865953.713999998,261332.07366999998,39304.597,37878.12525573253,76.3
631,New Zealand,1994,632.6709999999999,28241242.789000005,215812.44862100002,41111.567,38684.99879442587,76.6
632,New Zealand,1995,637.746,28661421.820999995,220035.19298899997,43807.586,38715.91836540779,76.8
633,New Zealand,1996,637.384,29126690.653000005,197977.244506,45085.588,39607.270155029335,77.1
634,New Zealand,1997,658.53,29543269.446999997,155790.7661,45589.545,40847.08209749537,77.4
635,New Zealand,1998,664.529,29841348.541,190881.18206300001,46888.553,40406.18805211153,77.7
636,New Zealand,1999,677.3560000000001,30040097.775999997,165591.5984,46986.507,39943.337321399595,78.1
637,New Zealand,2000,678.687,30258347.340000004,214218.099276,50470.564,40392.56319527233,78.4
638,New Zealand,2001,684.31,30480417.339999992,215456.438632,52597.579,41415.00376764973,78.7
639,New Zealand,2002,704.296,31051577.25,218695.640868,55222.611,42468.3739685822,79.0
640,New Zealand,2003,721.1460000000001,31709447.116,192984.7569,57614.639,44091.021082341795,79.3
641,New Zealand,2004,740.1610000000001,32226616.72899999,1726305795800.0,57165.577,45844.39939368857,79.6
642,New Zealand,2005,732.83,32641046.407,2568863183400.0,56198.524,46919.51229622937,79.8
643,New Zealand,2006,733.6510000000001,33086856.37,96091306829000.0,56639.501,47683.20368828403,80.1
644,New Zealand,2007,747.22,33430316.282,149399561421900.0,58815.514,50767.17827915503,80.3
645,New Zealand,2008,726.735,33753586.08300002,38834834709500.0,59909.519,50856.20102079957,80.5
646,New Zealand,2009,710.883,34127966.24000001,33392680434900.0,59426.468,51958.026543929,80.7
647,New Zealand,2010,724.7669999999999,34541446.71699999,43325670529800.0,63157.536,52690.76620707503,80.8
648,New Zealand,2011,712.584,34844447.293000005,23840060735600.0,66876.602,53246.196637817535,81.0
649,New Zealand,2012,706.179,35067888.16600001,21242412147400.0,68164.619,54527.74342550946,81.2
650,New Zealand,2013,702.7669999999999,35372108.833999984,5466915293200.0,71020.339,53947.328347934665,81.4
651,New Zealand,2014,702.683,35940369.227,5242159153800.0,73317.07299999999,54545.03256402034,81.5
652,New Zealand,2015,713.569,36649269.31999999,254112.0,72246.693,55855.76971825564,81.7
653,New Zealand,2016,729.77,37442189.017000005,313673988000.0,70179.685,58078.644499395166,81.7
654,New Zealand,2017,746.044,38251468.563999996,285128.0,73056.754,58674.562622250094,81.9
655,Norway,1990,875.9839999999999,33486854.908,1701353.0,66810.52799999999,179719.61689632433,76.7
656,Norway,1991,825.7439999999999,33630508.08299999,1753835.0,67000.11559999999,183966.01107800077,77.1
657,Norway,1992,790.8510000000001,33810407.128000006,1816524.0,67189.70319999999,187777.59274458405,77.4
658,Norway,1993,802.084,34007966.005,1868210.0,67379.2908,191214.86485359538,77.3
659,Norway,1994,797.14,34211240.78800002,1962656.0,67568.8784,195794.4687249205,77.9
660,Norway,1995,776.332,34408209.663,2044214.0,67758.466,199281.07390464054,77.9
661,Norway,1996,757.9830000000001,34610484.62500001,2146996.0,68572.0534,206226.79129054313,78.3
662,Norway,1997,748.2189999999999,34831385.546000004,2260456.0,69385.6408,212591.0581720027,78.3
663,Norway,1998,726.8910000000001,35070718.45599999,2319780.0,70199.2282,222450.9642270972,78.5
664,Norway,1999,699.7919999999999,35340129.41299999,2366474.0,71012.81559999999,231400.44503950246,78.4
665,Norway,2000,681.923,35598116.521,2442319.0,71826.40299999999,236062.97711857385,78.8
666,Norway,2001,665.562,35810133.837000005,2492992.0,72583.606,244159.38425034608,78.9
667,Norway,2002,657.295,36037485.348999985,2529047.0,73340.809,255226.49207190928,79.0
668,Norway,2003,634.8330000000001,36287191.026999995,2552064.0,74098.012,261301.49028127082,79.6
669,Norway,2004,605.675,36543224.82000001,2653366.0,74855.215,271062.7015158206,80.1
670,Norway,2005,608.849,36835858.661,2723029.0,75612.418,280047.5211729529,80.3
671,Norway,2006,585.818,37179338.447,2788376.0,72964.38399999999,293573.9681908549,80.6
672,Norway,2007,570.153,37605674.18600001,2871867.0,71387.439,308210.9876877763,80.6
673,Norway,2008,556.5740000000001,38103278.10999999,2885548.0,70473.44,319945.1594286734,80.8
674,Norway,2009,507.62199999999996,38600670.453,2835714.0,68964.381,326732.27784722956,81.0
675,Norway,2010,519.169,39091849.06100001,2855616.0,71953.456,333962.20272368734,81.2
676,Norway,2011,491.75,39606017.66799998,2883643.0,72382.443,347000.5619810158,81.4
677,Norway,2012,483.903,40132030.137,2964053.0,73696.459,357931.31045526225,81.5
678,Norway,2013,451.957,40630864.344,3071224.0,73673.44099999999,368386.5324381701,81.8
679,Norway,2014,432.147,41103794.364,3140814.0,74863.463,374306.6021189293,82.2
680,Norway,2015,436.671,41545606.309999995,3202598.0,76412.522,380212.90339270333,82.4
681,Norway,2016,432.787,41938280.32800002,3144506.0,49705.527,379514.12030325853,82.5
682,Norway,2017,435.73800000000006,42287890.41699999,3295382.0,50050.539,384566.2512789545,82.7
711,OECD - Total,1990,219571.3,8393544213.926002,30801369.5083,117582.3597368421,213765.07524278073,76.64561403508772
712,OECD - Total,1991,214093.7,8485508103.601001,31266624.7824,119911.04321052632,207875.37951739543,76.43684210526315
713,OECD - Total,1992,206417.4,8567539952.666,31982652.8634,122239.72668421053,201985.68379201012,76.2280701754386
714,OECD - Total,1993,200519.9,8644377454.507004,32448374.0951,124568.41015789474,196095.98806662482,76.01929824561404
715,OECD - Total,1994,191943.6,8716739789.213001,33428653.8038,126897.09363157896,190206.29234123952,75.81052631578947
716,OECD - Total,1995,185776.2,8787471663.468996,34307963.0131,129225.77710526317,184316.5966158542,75.60175438596491
717,OECD - Total,1996,179188.9,8857001663.678001,35424619.8987,131554.46057894736,178426.9008904689,75.39298245614034
718,OECD - Total,1997,172865.1,8932154697.836002,36726160.8134,133883.14405263157,172537.2051650836,75.1842105263158
719,OECD - Total,1998,167014.9,9004459000.947,37811471.4875,136211.82752631578,166647.5094396983,74.97543859649123
720,OECD - Total,1999,159753.9,9076572685.983997,39085833.006,138540.511,160757.813714313,74.76666666666667
721,OECD - Total,2000,154197.9,9150860327.460001,40685247.7621,140869.1944736842,154868.1179889277,74.5578947368421
722,OECD - Total,2001,147620.4,9224847214.049997,41262788.3754,143197.87794736843,148978.4222635424,74.34912280701755
723,OECD - Total,2002,135412.3,9298895876.580004,41939483.6515,145526.56142105264,143088.7265381571,74.14035087719299
724,OECD - Total,2003,131260.3,9373327825.117998,42822206.4446,147855.24489473685,137199.0308127718,73.93157894736842
725,OECD - Total,2004,127223.3,9448377674.632004,44232466.7696,150183.92836842107,131309.33508738648,73.72280701754386
726,OECD - Total,2005,121540.5,9526018929.168,45503859.9153,152512.61184210525,125419.63936200118,73.5140350877193
727,OECD - Total,2006,117284.5,9605610732.821,46954261.1375,154841.29531578947,119529.94363661588,73.30526315789473
728,OECD - Total,2007,113134.7,9689319393.241001,48185611.535,157169.97878947368,113640.2479112306,73.09649122807018
729,OECD - Total,2008,104936.1,9773008935.289,48333518.7133,159498.6622631579,107750.55218584527,72.88771929824561
730,OECD - Total,2009,95909.7,9850122441.17,46690009.563,161827.3457368421,101860.85646046,72.67894736842105
731,OECD - Total,2010,98001.93,9930702329.874,48099345.2708,164156.02921052632,95971.16073507466,72.47017543859648
732,OECD - Total,2011,93725.98,9988714168.753002,49090143.4359,166484.71268421054,90081.46500968939,72.26140350877193
733,OECD - Total,2012,91273.16,10052338529.225998,49739924.5326,168813.39615789475,84191.76928430406,72.05263157894737
734,OECD - Total,2013,88089.44,10118166339.640997,50515280.1971,171142.07963157896,78302.07355891878,71.8438596491228
735,OECD - Total,2014,84066.64,10189243050.039999,51612839.3652,173470.76310526315,72412.37783353345,71.63508771929824
736,OECD - Total,2015,83179.96,10257399130.268,52945509.8568,175799.44657894736,66522.68210814818,71.42631578947368
737,OECD - Total,2016,80625.56,10324810316.515003,54730330.1386,178128.13005263158,60632.98638276284,71.21754385964913
738,OECD - Total,2017,78970.99,10385992037.744001,57392538.1342,180456.8135263158,54743.29065737757,71.00877192982456
739,Poland,1990,3649.823,297117178.3379998,733425.6019,182785.497,48853.59493199224,70.8
740,Poland,1991,4217.478,298174162.06,681971.5508,182576.9154,42963.89920660696,70.5
741,Poland,1992,4203.772,299149167.753,699122.9895,182368.3338,37074.20348122163,71.1
742,Poland,1993,4848.9,299993169.502,725258.3763,182159.75220000002,31184.507755836355,71.6
743,Poland,1994,4578.981,300656189.33300006,763644.8666,181951.1706,25294.812030451023,71.8
744,Poland,1995,4666.407999999999,301226166.1610001,816731.8759,181742.589,19405.116305065767,72.1
745,Poland,1996,4844.701,301726167.02699995,868691.4106,185868.37780000002,21719.12279911683,72.4
746,Poland,1997,4530.941,302138172.90700006,943645.0578,189994.1666,23619.0539703869,72.8
747,Poland,1998,3955.972,302469180.78000003,1001122.5775,194119.9554,24996.570004597303,73.2
748,Poland,1999,3925.1220000000003,302496181.21199995,1054915.2415,198245.7442,27408.37607932537,73.2
749,Poland,2000,3358.776,302795144.611,1089740.7037,202371.533,28323.5255840741,73.8
750,Poland,2001,3200.7740000000003,303615383.825,1075865.5246,207248.3364,30376.348839266735,74.2
751,Poland,2002,3198.6929999999998,304424365.37999994,1092315.5345,212125.1398,30610.359927222762,74.6
752,Poland,2003,3090.045,304963825.798,1129351.8861,217001.94319999998,31040.770054376164,74.7
753,Poland,2004,3092.973,305702624.12499994,1189879.6551,221878.74659999998,30888.783396182265,74.9
754,Poland,2005,3092.5879999999997,306395566.3480001,1228833.3033,226755.55,31028.362235077995,75.1
755,Poland,2006,3231.635,307009556.53900015,1305461.5108,188943.66249999998,31393.794773377365,75.3
756,Poland,2007,2999.6929999999998,307676032.5690001,1427447.3702,151131.775,32643.2423014024,75.4
757,Poland,2008,3011.903,308378072.37700003,1503788.5067,113319.8875,34875.48895468884,75.7
758,Poland,2009,2943.046,309229212.30099994,1500337.6454,75508.0,35138.73608689136,75.8
759,Poland,2010,3081.577,312613810.04099995,1562854.6049,263400.642,36466.50050802887,76.5
760,Poland,2011,2786.88,312971648.78399986,1628912.8438,188249.09466666664,37137.13639945303,76.8
761,Poland,2012,2792.844,313104100.35700005,1654966.6928,113097.54733333332,37276.603700384294,76.9
762,Poland,2013,2661.84,312822400.217,1678002.0322,37946.0,37760.956402339,77.1
763,Poland,2014,2391.97,312577254.36200005,1733685.6137,44849.9408,38511.38423343887,77.7
764,Poland,2015,2346.9139999999998,312172824.64199996,1800243.0,51753.8816,39180.87306913954,77.6
765,Poland,2016,2460.742,311705007.1840001,1861148.0,58657.8224,41063.782599178405,78.0
766,Poland,2017,2547.502,311320870.0149999,1989351.0,65561.7632,43154.66620405697,77.9
767,Portugal,1990,809.197,79133647.073,224215.80399999997,72465.704,38688.48326222159,74.1
768,Portugal,1991,820.817,79091426.20199998,234010.0133,62452.5632,34222.30032038621,74.1
769,Portugal,1992,857.628,79132896.376,238330.4825,52439.422399999996,29756.11737855083,74.7
770,Portugal,1993,831.2280000000001,79320315.511,235264.2488,42426.2816,25289.934436715448,74.6
771,Portugal,1994,839.1519999999999,79618358.61900002,244359.3201,32413.1408,20823.751494880067,75.5
772,Portugal,1995,850.414,79987328.67099997,248893.7652,22400.0,16357.568553044688,75.4
773,Portugal,1996,822.9939999999999,80368549.68600002,257707.6363,32466.1252,17057.330252770404,75.3
774,Portugal,1997,800.2919999999999,80791539.71399999,272019.3403,42532.2504,17609.975708052236,75.8
775,Portugal,1998,765.6260000000001,81267814.78899999,291720.3558,52598.3756,17923.5324669168,76.0
776,Portugal,1999,735.818,81794360.77700001,308378.3936,62664.500799999994,18629.6202247605,76.3
777,Portugal,2000,703.697,82433355.80300002,318516.3465,72730.62599999999,19039.01521137837,76.9
778,Portugal,2001,640.6569999999999,83068272.795,323594.7864,23819.697,19282.707103072866,77.2
779,Portugal,2002,618.1080000000001,83564134.62999998,322717.842,23002.286,19426.5088253186,77.4
780,Portugal,2003,594.895,83919519.59699999,315456.8157,25403.57,19539.4130871602,77.5
781,Portugal,2004,566.0319999999999,84166929.78200004,325362.728,28642.57,19682.6535803149,78.4
782,Portugal,2005,532.744,84385435.96200003,329789.1435,73814.71100000001,19752.585676966966,78.2
783,Portugal,2006,500.22900000000004,84616357.11500001,332625.4047,28261.482000000004,19496.641468586633,79.0
784,Portugal,2007,475.01099999999997,84873819.34799999,341013.7851,28369.664,19804.5460666405,79.2
785,Portugal,2008,436.62,85088673.80399999,345117.6547,26519.304,19885.733904810768,79.5
786,Portugal,2009,413.73900000000003,85254849.537,332972.8284,25176.984,20697.011508664567,79.7
787,Portugal,2010,412.121,85385766.57900001,338884.6174,28403.932210526316,20716.916987386234,80.0
788,Portugal,2011,383.51,85359965.88,319598.8806,31630.880421052632,20315.063794508267,80.6
789,Portugal,2012,371.36,85113751.214,302318.6942,34857.828631578945,19534.97888184983,80.5
790,Portugal,2013,352.54900000000004,84739041.74399999,299529.368,38084.77684210526,19979.8307512376,80.8
791,Portugal,2014,336.56699999999995,84375135.453,301902.2129,41311.72505263158,19645.90738514523,81.2
792,Portugal,2015,345.344,84124370.12699999,307312.4403,44538.67326315789,19654.426534140966,81.2
793,Portugal,2016,333.93300000000005,83938737.81900002,320538.9514,47765.62147368421,19743.47903703193,81.2
794,Portugal,2017,352.01599999999996,83796630.535,337616.8409,50992.569684210524,19764.7258218727,81.5
795,Russia,1990,9427.0,1169628629.265,693.1452,54219.51789473684,19358.973705612087,69.0
796,Russia,1991,9165.0,1173365033.916,1504.7556,57446.466105263156,18953.221589351477,68.8
797,Russia,1992,8171.0,1174079124.8499994,20797.3435,60673.41431578947,18547.469473090863,67.8
798,Russia,1993,7218.0,1172118365.7849998,186091.2519,63900.36252631579,18141.717356830253,65.3
799,Russia,1994,6512.0,1170077444.566,657148.5508,67127.3107368421,17735.96524056964,64.3
800,Russia,1995,6425.0,1168671471.036,44553050.4249,70354.25894736842,17330.21312430903,64.9
801,Russia,1996,6157.0,1167316280.9789996,42945680.4506,73581.20715789474,16924.461008048416,66.0
802,Russia,1997,5991.0,1167136256.4479997,43538822.6937,76808.15536842105,16518.708891787806,66.8
803,Russia,1998,5679.0,1167831993.5140002,41211731.5731,80035.10357894737,16112.956775527193,67.2
804,Russia,1999,5505.0,1167663804.2499995,43829130.1191,83262.05178947368,15707.204659266583,66.1
805,Russia,2000,5407.0,1166100407.136,48232054.1942,86489.0,15301.45254300597,65.6
806,Russia,2001,5254.0,1163948696.493,50687605.3692,89287.0,14895.700426745358,65.5
807,Russia,2002,5857.0,1161017196.3759995,53092115.2143,94656.0,14489.948310484746,65.3
808,Russia,2003,5929.0,1156954386.4700005,56965638.6632,111915.0,14084.196194224134,65.2
809,Russia,2004,6774.0,1152656108.4220002,61053463.9374,121516.0,13678.444077963522,65.6
810,Russia,2005,6521.0,1148790593.9500005,64946346.9829,124224.0,13272.69196170291,65.7
811,Russia,2006,17438.0,1145541728.966,70241703.2148,125427.0,12866.939845442299,66.9
812,Russia,2007,17485.0,1144535615.19,76236888.924,142177.0,12461.187729181687,67.7
813,Russia,2008,16299.0,1145500264.3319995,80237765.4333,113128.0,12055.435612921076,68.1
814,Russia,2009,15632.0,1147256777.1899996,73962462.0465,100059.0,11649.683496660464,68.8
815,Russia,2010,15363.0,1153409899.0629995,77293528.3995,112163.0,11243.931380399852,69.0
816,Russia,2011,15840.0,1159420307.7780004,80589460.9332,99676.07742857143,10838.17926413924,69.8
817,Russia,2012,16119.0,1161252976.647,84002729.0527,87189.15485714286,10432.427147878629,70.2
818,Russia,2013,15782.0,1163130291.8339994,85298515.9636,74702.23228571429,10026.675031618015,70.7
819,Russia,2014,15517.0,1164497117.601,85655152.3844,62215.309714285715,9620.922915357403,70.9
820,Russia,2015,15531.0,1165118449.803,83232618.4,49728.387142857144,9215.170799096792,71.3
821,Russia,2016,15862.0,1165470468.264,86043648.91,37241.46457142857,8809.41868283618,71.8
822,Slovak Republic,1990,1133.748,41174693.158,22705.1284,24754.542,8403.666566575568,71.2
823,Slovak Republic,1991,1059.935,41109222.77899999,24663.1628,25008.3364,7997.914450314956,71.2
824,Slovak Republic,1992,968.252,41441556.57399999,77048.6025,25262.1308,7592.162334054345,71.6
825,Slovak Republic,1993,860.951,41630860.451,78624.5699,25515.9252,7186.410217793733,72.1
826,Slovak Republic,1994,772.7660000000001,41754650.23199999,75125.0319,25769.7196,6780.65810153312,72.5
827,Slovak Republic,1995,707.275,41947483.60299999,82579.2535,26023.514,7387.384359906176,72.5
828,Slovak Republic,1996,647.073,42090930.800000004,96416.6586,26544.122199999998,8056.92754376348,72.9
829,Slovak Republic,1997,587.578,42245435.74700001,100757.0083,27064.7304,9211.650003925994,72.9
830,Slovak Republic,1998,602.151,42401628.257999994,104520.0644,27585.3386,9665.72796070421,72.8
831,Slovak Republic,1999,569.256,42540224.38800001,98047.4181,28105.9468,9606.01062204348,73.2
832,Slovak Republic,2000,546.297,42695238.318,98556.0968,28626.555,10096.743706978063,73.4
833,Slovak Republic,2001,562.778,42634830.74000001,106128.2578,28783.547,10190.039985247777,73.6
834,Slovak Republic,2002,483.108,42757620.43000001,109897.038,29030.549,10784.271090363367,73.8
835,Slovak Republic,2003,509.41900000000004,42884410.08100001,109269.0453,29554.581,11158.64867697792,73.8
836,Slovak Republic,2004,513.6519999999999,43029931.82900001,116094.0294,30336.63,11506.514524351158,74.2
837,Slovak Republic,2005,556.726,43176873.77400001,125737.5341,33359.88,12324.77692719992,74.2
838,Slovak Republic,2006,509.908,43314661.932,133579.2322,31699.716,12867.899383757123,74.4
839,Slovak Republic,2007,506.12699999999995,43466612.139000006,142937.7676,31697.717,13738.966781871643,74.5
840,Slovak Republic,2008,469.61699999999996,43625468.457,152229.4734,33039.803,14018.371924082743,75.0
841,Slovak Republic,2009,412.33,43777229.02500001,140521.1762,32980.779,14492.6704523165,75.3
842,Slovak Republic,2010,451.515,43920599.741,147899.7981,33766.825,15167.1155378784,75.6
843,Slovak Republic,2011,419.775,43689121.45,148952.0187,33515.787,15171.744974616668,76.1
844,Slovak Republic,2012,427.56699999999995,43784743.782000005,149684.7773,32484.679,15131.271608410398,76.2
845,Slovak Republic,2013,398.89099999999996,43844809.545,151397.3641,31801.654,15296.991315953133,76.5
846,Slovak Republic,2014,358.63599999999997,43898593.414,157095.2597,33575.78,15590.134940836768,76.9
847,Slovak Republic,2015,370.222,43940255.536,164670.2651,38646.765,16162.407979564932,76.7
848,Slovak Republic,2016,376.719,43975625.96200001,167402.1495,33479.772,16639.926527294432,77.3
849,Slovak Republic,2017,364.89300000000003,44006263.671,175381.694,33439.781,17162.215504668566,77.3
850,Slovenia,1990,304.436,15823600.890999997,41193.5754,15874.533000000001,16822.149952646934,73.8
851,Slovenia,1991,285.58,15873146.854,37527.303,17387.3041,16482.084400625303,73.5
852,Slovenia,1992,275.236,15852826.913999999,35476.9242,18900.0752,16142.018848603675,73.6
853,Slovenia,1993,289.02,15833521.882,36485.6814,20412.8463,15801.953296582044,73.5
854,Slovenia,1994,281.972,15843111.427,38429.4516,21925.6174,15461.887744560412,74.0
855,Slovenia,1995,280.707,15829385.846999997,3332538207732600.0,23438.3885,15121.822192538782,74.7
856,Slovenia,1996,289.46299999999997,15869854.884,3257624217689250.0,24951.1596,16151.353698371886,75.1
857,Slovenia,1997,261.569,15861072.019,2904775214505300.0,26463.930699999997,17260.556182237808,75.1
858,Slovenia,1998,225.05,15850187.031,3146193068153050.0,27976.7018,17690.78081484193,75.3
859,Slovenia,1999,202.81900000000002,15897847.509000003,4034744460244750.0,29489.4729,18218.2666706774,75.7
860,Slovenia,2000,187.438,15966215.955,3160759042215950.0,31002.244,18989.521825916167,76.1
861,Slovenia,2001,181.521,16010100.544999996,2669364563885100.0,31052.6538,20053.953976855,76.4
862,Slovenia,2002,177.87099999999998,16069219.058000004,2209094585867000.0,31103.0636,20428.724570453167,76.6
863,Slovenia,2003,176.53099999999998,16113458.308999997,2766028917954800.0,31153.4734,21099.382176479903,76.4
864,Slovenia,2004,165.678,16144239.715000004,2369906242919800.0,31203.8832,22290.317120951197,77.2
865,Slovenia,2005,162.398,16202939.127999999,1568640243002500.0,31254.293,23260.10124712487,77.4
866,Slovenia,2006,153.68,16286435.646999998,1101224217432200.0,31304.345,24151.531728401733,78.3
867,Slovenia,2007,146.972,16391199.921000002,1592818612055400.0,31357.3,24928.237327298364,78.3
868,Slovenia,2008,142.724,16426409.564999998,1606650726796600.0,31405.317,25650.68293409423,79.1
869,Slovenia,2009,131.515,16592032.228999998,793794422614900.0,31457.311,25965.275792359535,79.3
870,Slovenia,2010,130.016,16662118.108999997,359886281435100.0,27899.030333333336,26850.29832937487,79.8
871,Slovenia,2011,127.729,16703121.142000003,543105990771400.0,24340.749666666667,26875.23015353497,80.1
872,Slovenia,2012,122.60600000000001,16735874.112000002,275632495085400.0,20782.469,26150.251688628097,80.2
873,Slovenia,2013,121.444,16759816.164,122856248325900.0,30305.209333333332,25936.632988432295,80.4
874,Slovenia,2014,101.51,16780482.059,1260804339000.0,39827.94966666667,26341.747170400467,81.2
875,Slovenia,2015,107.319,16790290.419999998,65283.4203,49350.69,26799.210819115,80.9
876,Slovenia,2016,109.96,16797757.198,68542.216,58873.43033333334,27692.820602488897,81.3
877,Slovenia,2017,105.79899999999999,16812093.193,74685.047,68396.17066666667,28386.832272222335,81.1
878,Spain,1990,3688.802,308068248.02599996,1019058.5062,77918.911,24153.025333292568,77.0
879,Spain,1991,3733.7709999999997,309228940.207,1050149.7202,78542.7306,25008.846304841663,77.1
880,Spain,1992,3761.375,311244761.7139999,1060618.6366,79166.5502,26002.786107837328,77.6
881,Spain,1993,3541.2859999999996,313332276.7680001,1025359.4241,79790.3698,26457.954218040202,77.7
882,Spain,1994,3376.635,315326530.5829999,1048690.3861,80414.1894,26769.853574582532,78.1
883,Spain,1995,3059.054,317156214.0320001,1077607.9609,81038.00899999999,26906.128618742336,78.1
884,Spain,1996,3043.134,318875226.24599993,1106277.9842,81661.8286,27458.002354089233,78.3
885,Spain,1997,2852.664,320528556.376,1147238.8148,82285.6482,27635.578010796467,78.8
886,Spain,1998,2791.691,322170383.356,1199466.1354,82909.4678,27780.843688008634,78.9
887,Spain,1999,2628.59,323722806.43399984,1271341.2879,83533.2874,27807.46493641257,78.8
888,Spain,2000,2304.284,325409365.3920001,1336227.238,84157.107,27583.407182416337,79.3
889,Spain,2001,2110.238,327232587.99300003,1387612.9652,84966.8578,27795.081361783738,79.8
890,Spain,2002,2000.1760000000002,332583047.63400006,1434322.0213,85776.6086,28178.97282442197,79.9
891,Spain,2003,1899.881,338891968.411,1487150.5631,86586.3594,28313.498109763837,79.7
892,Spain,2004,1847.599,344453880.23200005,1555693.1608,87396.11020000001,28266.263812580266,80.4
893,Spain,2005,1763.4229999999998,351041018.29899997,1633670.003,88205.861,28670.02187699093,80.3
894,Spain,2006,1644.235,356709261.03499997,1717338.2196,89383.9516,28824.613531583334,81.1
895,Spain,2007,1611.237,363895746.14299995,1786168.6193,90562.0422,29455.718967980833,81.2
896,Spain,2008,1504.957,369977732.208,1775585.2305,91740.1328,30932.540665555935,81.5
897,Spain,2009,1358.372,373149274.293,1664666.4457,92918.2234,32949.109361237905,81.9
898,Spain,2010,1425.8229999999999,374885583.11,1657345.0382,94096.314,32556.87415739843,82.4
899,Spain,2011,1386.1970000000001,376478036.70400006,1610387.6702,125105.901,32311.3878764929,82.6
900,Spain,2012,1320.67,376978334.132,1562729.1924,156115.488,31602.981786014436,82.5
901,Spain,2013,1301.0510000000002,375886567.99600005,1540297.8673,187125.075,31769.529797899868,83.2
902,Spain,2014,1314.277,375139025.349,1561614.1718,218134.662,31790.331589497404,83.3
903,Spain,2015,1299.182,375220179.05599993,1621504.7716,249144.249,32328.98933710087,82.9
904,Spain,2016,1293.049,376002674.238,1699205.0666,280153.836,32141.6653736158,83.4
905,Spain,2017,1310.112,377121819.13899994,1811953.3267,311163.423,31654.322898442264,83.4
906,Sweden,1990,1074.8419999999999,68012511.22199997,2631344.3641,342173.01,152033.17437570376,77.7
907,Sweden,1991,1121.754,68435296.77299999,2578629.1398,342217.9805,149908.41035040581,77.9
908,Sweden,1992,1064.693,68815746.246,2543535.0639,342262.951,155913.7966278115,78.2
909,Sweden,1993,969.091,69219081.78199999,2414930.4533,342307.9215,157156.5867852275,78.2
910,Sweden,1994,987.3889999999999,69740737.44299999,2500083.4762,342352.892,162682.04387893892,78.9
911,Sweden,1995,932.2460000000001,70172361.04399998,2562670.0,342397.86250000005,164876.61616089605,79.0
912,Sweden,1996,905.1360000000001,70377230.35700001,2604054.0,342442.83300000004,175175.46381184738,79.2
913,Sweden,1997,825.7689999999999,70518621.468,2684757.0,342487.80350000004,183270.78031404692,79.4
914,Sweden,1998,780.643,70660502.51999998,2799155.0,342532.77400000003,189425.41119354483,79.5
915,Sweden,1999,721.695,70816863.51499999,2919833.0,342577.74450000003,194525.09917346571,79.6
916,Sweden,2000,663.383,71023330.64900002,3062161.0,342622.715,201056.64218362127,79.7
